,Collection_Name,Category_Art,Category_Collectibles,Category_Domain Names,Category_Music,Category_Photography,Category_Sports,Category_Trading Cards,Category_Utility,Category_Virtual Worlds,Items,Owners,Floor_Price,Twitter_Page_Followers,Twitter_Page_Following,Twitter_Page_Is_Verified,Twitter_Page_Creation_Date,Max_Twitter_Retweets,Max_Twitter_Replies,Max_Twitter_Likes,Max_Twitter_Quotes,Collection_Creation_Date,Collection_30_Day_Volume,Collection_Listing_Status,Collection_Traits_count
2982,Klay World,1,0,0,0,0,0,0,0,0,61,23.0,0.005,965.0,289.0,False,12/03/2021,32,8,55,3,2021-12-01,0.11945514,not_requested,15.0
2983,KlayBunnies,0,1,0,0,0,0,0,0,0,155,54.0,0.016,1056.0,676.0,False,09/26/2021,63,32,80,1,2021-10-21,0.3782130138000001,not_requested,0.0
2984,KlayChicken,0,1,0,0,0,0,0,0,0,1000,256.0,0.02,3435.0,464.0,False,09/08/2021,377,346,383,13,2021-09-11,4.692835213749998,not_requested,170.0
2985,KlayDogesFriend,1,0,0,0,0,0,0,0,0,4000,1100.0,0.015,12095.0,109.0,False,11/15/2018,462,357,568,11,2021-09-04,5.6654774270000265,not_requested,93.0
2986,KlayFox,0,1,0,0,0,0,0,0,0,328,187.0,0.021,2465.0,180.0,False,09/02/2021,232,202,257,3,2021-09-18,7.4738988500000065,not_requested,76.0
2987,KlayMojis,0,1,0,0,0,0,0,0,0,422,119.0,0.018,1212.0,107.0,False,09/07/2021,153,134,176,8,2021-09-14,0.37632552,not_requested,0.0
2988,KlayMole,1,0,0,0,0,0,0,0,0,91,31.0,0.008,855.0,479.0,False,11/28/2021,388,321,443,4,2021-12-02,0.2841322179999999,not_requested,6.0
2989,KlayPeople,1,0,0,0,0,0,0,0,0,25,17.0,0.012,1066.0,738.0,False,11/02/2021,84,19,127,1,2021-12-14,0.1933605,not_requested,0.0
2990,KlayRabbit,0,1,0,0,0,0,0,0,0,9700,2000.0,0.012,5735.0,186.0,False,09/17/2021,1657,1130,1717,40,2021-10-12,22.61416409999998,not_requested,122.0
2991,KlaySimians,0,1,0,0,0,0,0,0,0,1400,284.0,0.009,1148.0,113.0,False,10/19/2021,74,47,82,2,2021-10-30,1.179567479999999,not_requested,71.0
2992,KlayWeasel,0,1,0,0,0,0,0,0,0,126,63.0,0.041,2077.0,117.0,False,09/08/2020,1378,1374,1131,221,2021-10-08,1.53521008,not_requested,12.0
2993,KlayWoman,1,0,0,0,0,0,0,0,0,160,25.0,0.033,378.0,99.0,False,09/30/2021,31,29,59,1,2021-12-15,2.222680164000001,not_requested,296.0
2994,Klaydobermann,1,0,0,0,0,0,0,0,0,111,57.0,0.236,3601.0,4120.0,False,09/21/2021,288,278,318,12,2021-09-26,1.02116931,not_requested,2.0
2995,Klminjeongeum NFT,0,1,0,0,0,0,0,0,0,11200,188.0,0.017,1743.0,1137.0,False,09/18/2021,94,88,95,10,2021-09-16,0.08520732,not_requested,30.0
2996,Klubs Arts,1,0,0,0,0,0,0,0,0,1600,369.0,0.002,1960.0,1.0,False,10/28/2021,105,89,202,17,2021-12-09,0.11421295,not_requested,0.0
2997,Klumba #1,1,0,0,0,0,0,0,0,0,258,2.0,0.5,560.0,20.0,False,11/20/2021,21,7,43,2,2021-11-20,0.1,not_requested,69.0
2998,Knights of Chain,1,0,0,0,0,0,0,0,0,569,268.0,0.08,11735.0,224.0,False,10/04/2021,640,543,921,11,2021-12-05,10.365598000000002,not_requested,346.0
2999,Knights of Degen - Knights!,0,0,0,0,0,1,0,0,0,8900,2500.0,0.235,13102.0,176.0,False,08/26/2021,144,29,156,10,2021-09-21,425.9897405983119,approved,190.0
3000,KnownOrigin,1,0,0,0,0,0,0,0,0,44100,9200.0,0.01,92697.0,9046.0,False,01/24/2018,15,147,249,2,2019-04-26,152.89969999999997,verified,0.0
3001,Koala Intelligence Agency,0,1,0,0,0,0,0,0,0,10000,5100.0,0.179,32146.0,1006.0,False,07/22/2021,44,162,161,6,2021-08-21,324.48417765938694,verified,195.0
3002,Koala Kool,0,1,0,0,0,0,0,0,0,6300,39.0,0.001,8815.0,9072.0,False,09/14/2021,25,11,47,2,2021-10-30,0.185,not_requested,130.0
3003,Kobe Bryant 24,1,0,0,0,0,0,0,0,0,25,33.0,0.002,1.0,14.0,False,11/03/2021,0,0,2,1,2021-11-29,0.0533,not_requested,0.0
3004,Kobe Bryant Lakers,0,0,0,0,0,1,0,0,0,17,9.0,0.001,23.0,211.0,False,05/08/2021,1,30,22,1,2021-07-07,0.0188,not_requested,4.0
3005,Kobe Bryant Special,0,1,0,0,0,0,0,0,0,101,4.0,0.015,1347.0,1215.0,False,08/11/2021,6,1,8,2,2021-08-20,0.04,not_requested,0.0
3006,Koguns,0,1,0,0,0,0,0,0,0,6000,105.0,0.009,1359.0,333.0,False,11/01/2021,7,2,15,1,2021-10-21,0.07,not_requested,293.0
3007,Kohi Kintsugi,1,0,0,0,0,0,0,0,0,1000,525.0,0.5,1390.0,3.0,False,09/21/2021,25,10,72,7,2021-10-08,15.493598,verified,87.0
3008,Kohi x eepmon CityLights,1,0,0,0,0,0,0,0,0,1200,580.0,0.089,1526.0,391.0,False,01/15/2009,6,5,32,3,2021-11-22,8.140999999999996,approved,0.0
3009,Koi Boi NFT,1,0,0,0,0,0,0,0,0,1600,344.0,0.01,4037.0,647.0,False,09/20/2021,77,69,109,12,2021-10-08,0.0293199999999999,not_requested,155.0
3010,Koi Metaverse,0,1,0,0,0,0,0,0,0,934,242.0,0.049,25815.0,37.0,False,06/24/2021,8512,1754,5947,1265,2021-10-02,4.429799999999999,not_requested,30.0
3011,Koin Games Dev Squad,0,1,0,0,0,0,0,0,0,5600,1800.0,0.423,10344.0,1046.0,False,05/03/2021,246,222,364,25,2021-09-05,91.11281071254696,verified,591.0
3012,KoleMozter Club,0,1,0,0,0,0,0,0,0,129,56.0,0.002,2910.0,4962.0,False,06/05/2009,5,9,14,1,2021-11-15,0.0609,not_requested,332.0
3013,Kolectiv,1,0,0,0,0,0,0,0,0,670,352.0,0.089,8523.0,482.0,False,02/09/2021,31,12,64,8,2021-06-10,55.56869,verified,1117.0
3014,Komainu heroes clab,0,1,0,0,0,0,0,0,0,8,7.0,0.008,111.0,65.0,False,11/07/2021,23,13,30,5,2021-12-04,0.008,not_requested,5.0
3015,Kongo Kingz,0,1,0,0,0,0,0,0,0,10000,227.0,0.002,822.0,477.0,False,10/20/2021,57,46,76,2,2021-12-04,0.9860889999999932,not_requested,271.0
3016,KoniCats,0,1,0,0,0,0,0,0,0,58,8.0,0.008,919.0,773.0,False,11/07/2021,4,8,33,1,2021-11-06,0.018,not_requested,0.0
3017,Korbinian Vogt - Human Nature,0,0,0,0,1,0,0,0,0,100,47.0,0.15,4578.0,1981.0,False,12/18/2017,5,2,27,1,2021-02-22,0.35,approved,5.0
3018,Korbinian Vogt - Small Scale Projects,0,0,0,0,1,0,0,0,0,17,11.0,0.985,4578.0,1981.0,False,12/18/2017,5,2,27,1,2021-10-25,0.7773,not_requested,8.0
3019,Korbinian Vogt - Unique Works,0,0,0,0,1,0,0,0,0,45,29.0,0.2,4578.0,1981.0,False,12/18/2017,5,2,27,1,2021-09-06,0.4476,not_requested,18.0
3020,Korzenie,1,0,0,0,0,0,0,0,0,14,7.0,0.004,339.0,83.0,False,11/22/2019,4,2,12,3,2021-11-12,0.003,not_requested,0.0
3021,Kosium Pioneers,0,0,0,0,0,0,0,1,0,520,227.0,0.11,2813.0,503.0,False,09/06/2021,141,57,125,9,2021-11-30,1.6250124447596703,not_requested,303.0
3022,Koukousei girl,0,1,0,0,0,0,0,0,0,20,9.0,0.02,1465.0,1418.0,False,02/24/2021,68,19,133,21,2021-11-27,0.3326,not_requested,5.0
3023,Kratos Punk,1,0,0,0,0,0,0,0,0,17,29.0,0.005,158.0,193.0,False,10/07/2021,35,22,39,6,2021-10-06,0.008,not_requested,0.0
3024,Krazy Koalas NFT,0,1,0,0,0,0,0,0,0,10000,3700.0,0.01,8533.0,692.0,False,08/02/2021,357,395,420,7,2021-08-16,4.252895899999986,verified,152.0
3025,Kristoph Galland,0,1,0,1,0,0,0,0,0,15,3000.0,0.004,30055.0,2039.0,False,08/06/2009,8,4,8,2,2020-12-26,0.2126835176506137,approved,63.0
3026,Kronic Katz,0,1,0,0,0,0,0,0,0,79,55.0,0.045,8921.0,1399.0,False,03/14/2011,50,13,71,5,2021-08-20,0.76,not_requested,219.0
3027,Krown Chakras NFTS,0,1,0,0,0,0,0,0,0,3,11.0,2.5,102.0,21.0,False,11/26/2020,5,3,20,1,2021-11-29,0.144308,not_requested,0.0
3028,Krypto Ballers,0,0,0,0,0,0,1,0,0,4,2.0,0.024,2.0,2.0,False,10/26/2021,0,0,0,0,2021-10-26,0.025,not_requested,10.0
3029,Krypto Dose,0,1,0,0,0,0,0,0,0,55,7.0,0.026,117.0,11.0,False,12/10/2021,31,34,43,6,2021-12-14,0.052,not_requested,0.0
3030,Krypto Kuma's,0,1,0,0,0,0,0,0,0,16,7.0,0.009,1539.0,1289.0,False,05/15/2019,4,3,16,2,2021-11-08,0.0269999999999999,not_requested,22.0
3031,Krypto the Cryptonian Pixel Art Collection,0,1,0,0,0,0,0,0,0,3200,223.0,0.001,274.0,137.0,False,09/12/2011,10,7,29,3,2021-10-30,0.0952032999999,not_requested,179.0
3032,KryptoBoredApes,0,1,0,0,0,0,0,0,0,30,20.0,0.078,20.0,8.0,False,12/22/2021,2,2,9,1,2021-12-01,1.1148999999999998,not_requested,8.0
3033,KryptoGlyphs,1,0,0,0,0,0,0,0,0,25,4.0,0.049,4062.0,4166.0,False,07/25/2021,32,15,126,4,2021-11-24,0.221,not_requested,0.0
3034,Kryptomon.,0,1,0,0,0,0,0,0,0,19,6.0,0.06,119958.0,26.0,False,04/01/2021,22,43,135,4,2021-09-11,0.185,not_requested,14.0
3035,Kuki Metabots,0,0,0,0,0,0,0,1,0,103,47.0,0.101,398.0,446.0,False,03/11/2020,12,5,26,3,2021-11-09,3.434,not_requested,0.0
3036,Kuma Cash,0,0,0,0,0,0,0,1,0,1,9.0,479.999,85.0,92.0,False,12/06/2021,57,25,71,12,2021-12-07,0.012,not_requested,0.0
3037,Kumo x Collabs,0,1,0,0,0,0,0,0,0,12,9.0,1.8,12819.0,52.0,False,08/16/2021,861,771,1011,18,2021-10-06,0.9872,approved,8.0
3038,Kumo x World Residents,0,0,0,0,0,0,0,1,0,6600,3500.0,0.388,12819.0,52.0,False,08/16/2021,861,771,1011,18,2021-11-10,2053.925861801682,approved,525.0
3039,Kumoni,1,0,0,0,0,0,0,0,0,76,286.0,0.001,1273.0,145.0,False,10/05/2021,59,3,81,3,2021-10-21,0.0589999999999999,not_requested,0.0
3040,Kungfu Hero,0,1,0,0,0,0,0,0,0,5600,1300.0,0.001,3762.0,1158.0,False,06/06/2021,188,222,234,25,2021-07-10,0.0291,not_requested,186.0
3041,Kyoto City,0,0,0,1,0,0,0,0,0,11,5.0,0.01,407.0,631.0,False,05/21/2009,1,4,7,3,2021-07-04,0.01,not_requested,20.0
3042,L I N U R,1,0,0,0,0,0,0,0,0,300,133.0,0.14,949.0,208.0,False,10/02/2021,2,8,32,2,2021-10-08,2.4026999999999994,not_requested,36.0
3043,L*** is the Mission by HIN,1,0,0,0,0,0,0,0,0,13,8.0,0.005,236.0,515.0,False,05/16/2021,26,7,62,5,2021-06-20,0.03,not_requested,0.0
3044,L.A Memoirs,0,0,0,0,1,0,0,0,0,16,4.0,0.06,9183.0,2372.0,False,10/24/2019,29,15,218,2,2021-10-19,0.06,not_requested,0.0
3045,LATTE LATTE,0,1,0,0,0,0,0,0,0,117,125.0,0.004,16785.0,498.0,False,07/26/2021,109,54,129,8,2021-10-27,0.16636,not_requested,0.0
3046,LAYLAY'S MEMORY,1,0,0,0,0,0,0,0,0,5,5.0,1.5,4190.0,2280.0,False,04/10/2021,81,74,219,8,2021-04-22,0.07,not_requested,0.0
3047,LCD BOY / NFT,0,1,0,0,0,0,0,0,0,312,113.0,0.01,8495.0,3331.0,False,08/09/2015,1,45,21,0,2021-07-16,0.118,not_requested,40.0
3048,LE Madness,0,0,0,0,1,0,0,0,0,15,3.0,0.1,224.0,627.0,False,05/06/2021,1,2,8,2,2021-12-15,0.2,not_requested,0.0
3049,LEAFCAT,0,1,0,0,0,0,0,0,0,122,55.0,0.005,1253.0,949.0,False,07/31/2021,0,1,1,0,2021-11-08,0.2478489000000001,not_requested,0.0
3050,LEAGUEOFANCIENTS,0,0,0,0,0,1,0,0,0,4,2.0,0.005,196815.0,33.0,False,09/17/2021,12343,3760,7620,2590,2021-12-09,0.04,not_requested,22.0
3051,LEGENDS art collectible series,0,1,0,0,0,0,0,0,0,27,8.0,0.02,2072.0,935.0,False,03/08/2021,41,16,111,5,2021-03-22,0.02,not_requested,8.0
3052,LEGENDZ,1,1,0,0,0,0,0,0,0,1200,492.0,0.046,4004.0,3302.0,False,05/03/2021,9,3,58,2,2021-05-16,6.404799999999999,verified,3.0
3053,LES DIEZ GRACIAS,1,0,0,0,0,0,0,0,0,30,21.0,0.15,4453.0,933.0,False,03/15/2021,34,35,377,6,2021-10-09,0.62,approved,0.0
3054,LIFE OF THE PARTY?,1,0,0,0,0,0,0,0,0,51,8.0,0.005,152.0,417.0,False,11/17/2021,9,14,27,2,2021-12-07,0.01,not_requested,126.0
3055,LIFEX,1,0,0,0,0,0,0,0,0,10,2.0,0.03,151584.0,228.0,True,05/09/2007,5,13,96,4,2021-04-21,0.04,not_requested,0.0
3056,LILLIPUT - The World Of Small,0,0,0,0,1,0,0,0,0,10,3.0,0.1,1199.0,2212.0,False,01/04/2015,17,15,36,7,2021-10-06,0.28,not_requested,0.0
3057,LIMITLESS TREASURES,1,0,0,0,0,0,0,0,0,104,678.0,0.002,1370.0,4457.0,False,05/23/2021,10,3,48,1,2021-09-15,0.014645,not_requested,3.0
3058,LINEPUNK,1,0,0,0,0,0,0,0,0,296,101.0,0.101,5195.0,874.0,False,04/12/2021,23,117,222,2,2021-05-26,0.11,not_requested,251.0
3059,LIT Project One,0,1,0,0,0,0,0,0,0,892,816.0,1.28,10089.0,86.0,False,11/30/2021,237,92,587,62,2021-12-05,261.4805999999999,approved,900.0
3060,LOES Tarrafal,1,0,0,0,0,0,0,0,0,8600,230.0,0.001,225.0,4.0,False,11/17/2021,160,214,187,14,2021-11-16,0.0126509999999999,not_requested,142.0
3061,LONDON GIFT by POB,1,0,0,0,0,0,0,0,0,8900,2800.0,0.05,6606.0,6.0,False,09/22/2020,20,18,53,5,2021-08-05,4.551099293223646,verified,35.0
3062,LOS MALANDROS,0,1,0,0,0,0,0,0,0,196,97.0,0.369,3988.0,1059.0,False,02/17/2021,41,38,127,7,2021-08-18,28.3273778125,approved,0.0
3063,LOST Series,1,0,0,0,0,0,0,0,0,12,27.0,1.0,3317.0,921.0,False,07/27/2009,73,47,129,6,2021-03-20,6.5,not_requested,0.0
3064,LOSTPOETS,1,0,0,0,0,0,0,0,0,27600,8500.0,0.8,31995.0,1.0,False,08/29/2021,59,84,527,8,2021-09-03,958.8509475605392,verified,0.0
3065,LOVE MIRAI RAINBOW,0,0,0,0,0,0,1,0,0,101,164.0,0.001,3668.0,4939.0,False,09/02/2021,10,9,24,2,2021-09-20,0.006,not_requested,0.0
3066,LOVE NATURE by Angel Rivas,1,0,0,0,0,0,0,0,0,171,94.0,0.01,3803.0,2774.0,False,03/17/2020,6,8,29,3,2021-09-30,0.049,not_requested,0.0
3067,LOVE-STORY,0,0,0,0,1,0,0,0,0,6,2.0,0.08,895.0,963.0,False,12/06/2020,6,14,49,0,2021-12-07,0.1,not_requested,0.0
3068,LOVEBEING 1 of 1,1,0,0,0,0,0,0,0,0,66,16.0,0.3,758.0,511.0,False,09/02/2021,2,4,22,1,2021-09-24,0.66,not_requested,0.0
3069,LOVEIS4LOVERS,1,0,0,0,0,0,0,0,0,16,13.0,42.0,651.0,1284.0,False,06/01/2020,8,3,28,2,2021-10-05,1.0,not_requested,8.0
3070,LOreaI Paris Reds of Worth,1,0,0,0,0,0,0,0,0,5,20.0,5.482,505548.0,1865.0,True,11/03/2009,97,31,364,19,2021-12-14,0.12345,not_requested,0.0
3071,LSD Gummy Bear PFPs,1,0,0,0,0,0,0,0,0,112,169.0,0.005,18653.0,18513.0,False,03/03/2021,25,7,55,2,2021-09-05,0.0098999999999999,not_requested,0.0
3072,LSDGB:CHARITY,1,0,0,0,0,0,0,0,0,101,382.0,0.005,18653.0,18513.0,False,03/03/2021,25,7,55,2,2021-10-30,0.19748,not_requested,0.0
3073,LU Surf Club,0,0,0,0,0,0,0,1,0,100,6.0,0.1,330.0,180.0,False,11/10/2021,3,1,5,0,2021-11-26,0.28,not_requested,29.0
3074,LUCKY CAT CLUB,1,0,0,0,0,0,0,0,0,7,330.0,0.003,824.0,2834.0,False,04/30/2021,6,4,11,1,2021-09-30,0.0267120726833656,not_requested,7.0
3075,LXST SOULS,1,0,0,0,0,0,0,0,0,34,48.0,0.03,345.0,9.0,False,10/25/2012,7,6,23,3,2021-12-17,0.5306970000000002,not_requested,0.0
3076,LaMelo Ball Collectibles,0,0,0,0,0,1,0,0,0,8100,3000.0,0.021,1324.0,28.0,False,05/27/2021,1,6,10,0,2021-06-04,16.461662829261662,verified,12.0
3077,Labo NFT,0,1,0,0,0,0,0,0,0,6700,1300.0,0.002,1773.0,449.0,False,09/30/2021,401,454,507,10,2021-10-23,5.519407265879953,not_requested,205.0
3078,Labrats NFT Official,0,0,0,0,0,0,0,1,0,982,429.0,0.039,19088.0,1513.0,False,09/13/2021,4022,65,1053,6,2021-12-12,7.724491400187499,not_requested,306.0
3079,Lady Apes Of Space Official,0,1,0,0,0,0,0,0,0,2600,1200.0,0.02,19445.0,847.0,False,06/29/2021,494,479,989,24,2021-12-17,4.581999999999998,not_requested,101.0
3080,Lake Effect,0,0,0,0,1,0,0,0,0,25,5.0,0.1,11626.0,721.0,False,12/27/2012,375,16,2242,10,2021-08-31,0.2,not_requested,0.0
3081,LamB_NFT,1,0,0,0,0,0,0,0,0,9,4.0,0.007,486.0,168.0,False,04/03/2020,5,2,18,2,2021-10-09,0.015,not_requested,0.0
3082,Lamacat,0,1,0,0,0,0,0,0,0,665,165.0,0.001,205.0,527.0,False,09/07/2021,3,5,18,3,2021-08-05,0.0503,not_requested,1164.0
3083,Lamb Duhs,0,1,0,0,0,0,0,0,0,8500,2600.0,0.015,5926.0,455.0,False,07/31/2021,34,24,50,4,2021-08-21,3.847545749989995,verified,113.0
3084,Land : Joseon Dynasty,0,1,0,0,0,0,0,0,0,350,204.0,0.233,2514.0,333.0,False,09/09/2021,215,213,245,6,2021-11-22,11.5333998,not_requested,7.0
3085,Land DAO,0,0,0,0,0,0,0,1,0,256,137.0,0.69,3581.0,26.0,False,02/29/2020,519,124,722,344,2021-09-04,22.435169,approved,0.0
3086,Land DAO Genesis,1,0,0,0,0,0,0,0,0,1500,412.0,0.033,3581.0,26.0,False,02/29/2020,519,124,722,344,2021-09-17,2.475500000008,approved,185.0
3087,LandVault Creation Game,0,0,0,0,0,0,0,1,0,2000,686.0,0.002,7983.0,295.0,False,05/23/2021,265,41,344,5,2021-10-02,0.03301,not_requested,2.0
3088,LandVault: Genesis,0,0,0,0,0,0,0,1,0,1,218.0,0.399,7983.0,295.0,False,05/23/2021,265,41,344,5,2021-06-27,3.2783014400000003,approved,1.0
3089,Larissas Nudity,0,0,0,0,1,0,0,0,0,18,18.0,0.2,861.0,1612.0,False,11/17/2021,2,4,19,2,2021-12-07,2.1,not_requested,42.0
3090,Laser Garden,1,0,0,0,0,0,0,0,0,22,8.0,0.017,3887.0,3104.0,False,08/10/2021,10,2,21,1,2021-10-22,0.145,not_requested,14.0
3091,Last Daughters,1,0,0,0,0,0,0,0,0,10,7.0,0.1,1658.0,2900.0,False,10/04/2013,11,8,29,1,2021-09-09,0.4,not_requested,0.0
3092,Last Plastic Project,0,1,0,0,0,0,0,0,0,73,47.0,0.005,578.0,2353.0,False,10/06/2021,6,3,10,2,2021-09-03,0.0999999999999999,not_requested,8.0
3093,Lastraums Last Slice,0,0,0,0,0,0,0,1,0,250,190.0,0.2,2667.0,882.0,False,03/29/2021,13,10,71,4,2021-05-20,10.149999999999997,not_requested,0.0
3094,Launch Photography,0,0,0,0,1,0,0,0,0,6,2.0,0.025,33.0,122.0,False,10/07/2021,6,2,42,1,2021-10-20,0.01,not_requested,0.0
3095,Lawless Lemmings,0,1,0,0,0,0,0,0,0,763,356.0,0.01,17107.0,3419.0,False,08/16/2021,332,19,383,4,2021-10-19,0.0637,not_requested,107.0
3096,Laws of Abstraction,0,0,0,0,1,0,0,0,0,36,25.0,0.248,3339.0,1226.0,False,06/14/2011,3,7,24,2,2021-08-22,0.3,not_requested,0.0
3097,Lazers-A Light Trail Collection,1,0,0,0,0,0,0,0,0,40,12.0,0.1,2767.0,1118.0,False,03/22/2009,5,16,32,0,2021-09-11,0.4499999999999999,not_requested,0.0
3098,Lazlo Lissitsky,1,0,0,0,0,0,0,0,0,383,179.0,0.38,3851.0,679.0,False,09/24/2020,18,6,54,3,2021-02-26,1.575,verified,11.0
3099,Lazy Bunny NFT,0,1,0,0,0,0,0,0,0,5600,3100.0,0.365,36367.0,48.0,False,10/19/2021,5621,1015,1534,32,2021-11-11,328.374874674445,approved,123.0
3100,Lazy CryptoCats,0,1,0,0,0,0,0,0,0,909,354.0,0.02,1371.0,117.0,False,06/12/2021,98,112,122,9,2021-06-11,1.7470650000000003,not_requested,235.0
3101,Lazy Lions,0,1,0,0,0,0,0,0,0,10100,5000.0,1.6,72172.0,788.0,False,07/27/2021,281,128,796,35,2021-08-06,2310.8629174770786,verified,173.0
3102,Lazy Lions Bungalows,0,1,0,0,0,0,0,0,0,10300,4400.0,0.039,72172.0,788.0,False,07/27/2021,281,128,796,35,2021-09-25,58.60258590787511,verified,107.0
3103,Lazy Lions Collectibles,0,1,0,0,0,0,0,0,0,16,46900.0,0.001,72172.0,788.0,False,07/27/2021,281,128,796,35,2021-11-16,1.7722461268519216,not_requested,4.0
3104,Lazyeation,1,0,0,0,0,0,0,0,0,76,3.0,0.018,780.0,1118.0,False,08/31/2021,2,1,4,0,2021-08-31,0.027,not_requested,43.0
3105,LeGentPunkS,0,1,0,0,0,0,0,0,0,550,934.0,0.001,651.0,1781.0,False,05/27/2019,6,6,11,1,2021-12-04,1.4141139838899996,not_requested,208.0
3106,Leaders Fund,0,0,0,0,0,0,0,1,0,1700,586.0,0.019,11888.0,121.0,False,09/03/2021,662,714,752,33,2021-10-13,0.18573,not_requested,0.0
3107,League of Extraordinary Women,1,0,0,0,0,0,0,0,0,51,23.0,0.45,7526.0,5641.0,False,08/31/2021,22,17,204,9,2021-09-02,3.03,not_requested,0.0
3108,League of Kingdoms (Ethereum),0,1,0,0,0,0,0,0,0,5200,1700.0,0.077,24731.0,130.0,False,03/30/2020,544,458,751,128,2020-05-24,589.2823964479215,verified,0.0
3109,League of Kingdoms (Polygon),0,1,0,0,0,0,0,0,0,186000,6400.0,0.001,24731.0,130.0,False,03/30/2020,544,458,751,128,2021-08-05,5.413926206926058,not_requested,0.0
3110,LeagueDAO Nomo Player Token,0,0,0,0,0,1,0,0,0,2000,116.0,0.08,3317.0,125.0,False,08/16/2021,63,10,91,9,2021-11-16,0.904,not_requested,133.0
3111,LeapN Next Gen: Alpha Plot Mint Passes,0,0,0,0,0,0,0,1,0,10,10.0,2.0,11414.0,337.0,False,08/20/2021,82,41,188,13,2021-11-14,0.75,not_requested,0.0
3112,Leatherfaces,0,1,0,0,0,0,0,0,0,905,362.0,0.019,31178.0,254.0,False,10/11/2020,20,12,42,6,2021-11-11,0.372,not_requested,232.0
3113,Lebo Art Collection,1,0,0,0,0,0,0,0,0,41,64.0,0.09,13973.0,160.0,False,08/01/2008,17,17,100,1,2021-06-21,1.49,not_requested,0.0
3114,LeeRunners,1,0,0,0,0,0,0,0,0,28,20.0,1.0,3775.0,3151.0,False,07/07/2009,68,30,349,4,2021-12-09,1.2,not_requested,43.0
3115,Legacy Crafts,1,0,0,0,0,0,0,0,0,33,65.0,0.001,129.0,182.0,False,11/30/2021,6,6,15,3,2021-12-17,0.00153,not_requested,79.0
3116,LegacyPunks,0,1,0,0,0,0,0,0,0,109,51.0,0.06,1215.0,4007.0,False,04/29/2021,6,4,19,3,2021-04-26,0.23,not_requested,871.0
3117,Legendary Era | Baskeball Highlights | Mixtapes and Ankle Breaks,0,0,0,0,0,1,0,0,0,6,5.0,0.002,73.0,281.0,False,12/25/2020,1,11,12,4,2021-11-06,0.004,not_requested,21.0
3118,Legendary's Stories,1,0,0,0,0,0,0,0,0,58,201.0,0.001,153.0,795.0,False,11/08/2021,7,22,13,2,2021-11-08,0.3749939,not_requested,0.0
3119,Legends of Wondermist,0,0,0,0,0,0,1,0,0,46,305.0,0.01,21121.0,459.0,False,07/07/2021,330,202,3817,25,2021-11-29,3.373699999999999,approved,24.0
3120,LegoPunks,0,1,0,0,0,0,0,0,0,262,115.0,0.099,1461.0,834.0,False,03/20/2021,5,3,22,2,2021-03-17,2.2880040000000004,approved,79.0
3121,LegoToadz,0,1,0,0,0,0,0,0,0,103,35.0,0.011,75.0,401.0,False,09/27/2021,3,4,8,1,2021-09-27,0.06,not_requested,145.0
3122,Lenia NFT - Artificial Life collection,0,1,0,0,0,0,0,0,0,202,155.0,0.123,449.0,208.0,False,08/18/2021,60,57,79,11,2021-10-07,0.339,not_requested,60.0
3123,LetsWalk,1,1,0,0,0,0,0,0,0,54,277.0,3.0,105059.0,878.0,False,05/07/2018,1302,1122,2809,52,2021-03-16,658.9360299999994,verified,0.0
3124,Levitated Vibes V3,0,1,0,0,0,0,0,0,0,101,62.0,0.06,3800.0,780.0,False,02/11/2021,17,9,36,5,2021-08-24,0.57,not_requested,99.0
3125,Levitating Chance,0,0,0,0,1,0,0,0,0,9,2.0,0.05,805.0,430.0,False,05/24/2021,4,11,18,3,2021-12-12,0.05,not_requested,0.0
3126,Liberated Consciousness,1,0,0,0,0,0,0,0,0,10,4.0,0.05,1635.0,1375.0,False,12/03/2021,71,40,98,1,2021-12-15,0.25,not_requested,0.0
3127,Library of Obsolescence by Mickey Smith,0,0,0,0,1,0,0,0,0,21,6.0,0.321,1169.0,1115.0,False,01/15/2011,8,9,42,2,2021-10-21,0.963,not_requested,7.0
3128,Life In Leaves,1,0,0,0,0,0,0,0,0,8,2.0,0.17,13.0,70.0,False,10/08/2021,2,3,5,2,2021-10-11,0.15,not_requested,5.0
3129,Life Is A Garden,1,0,0,0,0,0,0,0,0,15,3.0,0.25,385.0,453.0,False,09/12/2021,10,10,55,3,2021-11-02,0.25,not_requested,0.0
3130,Life Through A Purple Visor,1,0,0,0,0,0,0,0,0,19,4.0,0.029,3500.0,2352.0,False,07/09/2014,35,7,69,5,2021-08-08,0.06,not_requested,0.0
3131,Life and St. Louis,0,0,0,0,1,0,0,0,0,14,2.0,0.05,1703.0,852.0,False,09/22/2008,12,4,27,3,2021-09-10,0.05,not_requested,0.0
3132,Life in New Zealand,0,0,0,0,1,0,0,0,0,13,2.0,0.05,78.0,214.0,False,10/07/2020,1,4,12,2,2021-08-07,0.1,not_requested,0.0
3133,Life in the Dark.,0,0,0,0,1,0,0,0,0,20,66.0,0.01,1265.0,4195.0,False,05/08/2021,2,7,16,0,2021-09-30,0.565,not_requested,11.0
3134,Life is Better at Sea,1,0,0,0,0,0,0,0,0,3,2.0,0.002,88.0,171.0,False,05/12/2008,13,1,43,0,2021-11-08,0.002,not_requested,0.0
3135,Life of punks,0,1,0,0,0,0,0,0,0,10000,16.0,0.001,6.0,0.0,False,09/17/2021,1,5,1,0,2021-09-13,0.014,not_requested,0.0
